id,text,label,confidence_score,camera_id,location,time,state,split,clean_text,label_encoded,alert_level_HIGH,alert_level_LOW,alert_level_MEDIUM,city_Coimbatore,city_Cuddalore,city_Dindigul,city_Erode,city_Hosur,city_Kanchipuram,city_Karur,city_Kumbakonam,city_Madurai,city_Nagercoil,city_Namakkal,city_Salem,city_Sivakasi,city_Thanjavur,city_Thoothukudi,city_Tiruchirappalli,city_Tirunelveli,city_Tiruppur,city_Vellore,hour
14,"Night monitoring alert: Lone female pedestrian near Hosur industrial estate lane, Kumbakonam at 1:30 AM. Smart lighting activated along route.",lone_walking_night,0.22222222222222276,257,11,1:30 AM,Tamil Nadu,train,night monitoring alert lone female pedestrian near hosur industrial estate lane kumbakonam at 130 am smart lighting activated along route,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
15,"CCTV log — Tiruchengode night road, Thanjavur: Female pedestrian in group of 4. Well-lit street. Time: 12:00 AM. SAFE.",safe,0.666666666666667,592,40,12:00 AM,Tamil Nadu,train,cctv log tiruchengode night road thanjavur female pedestrian in group of 4 welllit street time 1200 am safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
16,"Woman at Kanchipuram silk market lane, Vellore at 11:30 PM near ATM. Transaction completed. Moving normally. Status: SAFE.",safe,0.5555555555555558,334,12,11:30 PM,Tamil Nadu,val,woman at kanchipuram silk market lane vellore at 1130 pm near atm transaction completed moving normally status safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23
17,"Camera network at Coimbatore Gandhipuram bus stop, Thanjavur flagged repeated path overlap at 10:00 PM. Male subject tracked across 3 camera zones.",being_followed,0.40740740740740744,465,5,10:00 PM,Tamil Nadu,val,camera network at coimbatore gandhipuram bus stop thanjavur flagged repeated path overlap at 1000 pm male subject tracked across 3 camera zones,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,22
18,"AI pipeline triggered at Coimbatore Gandhipuram bus stop, Dindigul camera grid at 1:30 AM. Gender: Female. Activity: Walking alone. Threat score: 74/100.",monitoring,0.14814814814814836,220,5,1:30 AM,Tamil Nadu,train,ai pipeline triggered at coimbatore gandhipuram bus stop dindigul camera grid at 130 am gender female activity walking alone threat score 74100,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
19,"Night monitoring alert: Lone female pedestrian near Tambaram railway station, Salem at 4:00 AM. Smart lighting activated along route.",lone_walking_night,0.48148148148148184,390,37,4:00 AM,Tamil Nadu,val,night monitoring alert lone female pedestrian near tambaram railway station salem at 400 am smart lighting activated along route,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4
20,"AI alert — Porur flyover footpath, Cuddalore: Person shadowing female for 400 metres since 10:00 PM. Intervention dispatched.",being_followed,0.8888888888888888,37,30,10:00 PM,Tamil Nadu,train,ai alert porur flyover footpath cuddalore person shadowing female for 400 metres since 1000 pm intervention dispatched,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22
21,"Female subject near Papanasam dark street, Tirunelveli at 10:00 PM. Security escort confirmed by Tirunelveli Police. Status: SAFE.",safe,0.0,847,27,10:00 PM,Tamil Nadu,train,female subject near papanasam dark street tirunelveli at 1000 pm security escort confirmed by tirunelveli police status safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,22
22,"Suspicious individual following female subject for 3+ minutes near T. Nagar bus stand, Vellore at 1:00 AM. Police alerted immediately.",being_followed,0.592592592592593,52,36,1:00 AM,Tamil Nadu,train,suspicious individual following female subject for 3 minutes near t nagar bus stand vellore at 100 am police alerted immediately,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
23,"SmartCity TN surveillance — Vadapalani signal, Namakkal, 8:00 PM: Face anonymised. Gender: Female. Motion: Walking alone.",monitoring,0.0370370370370372,10,45,8:00 PM,Tamil Nadu,val,smartcity tn surveillance vadapalani signal namakkal 800 pm face anonymised gender female motion walking alone,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,20
24,CCTV alert — Cuddalore: Woman walking alone at Tambaram railway station at 9:30 PM. No other pedestrians within 50 metres.,lone_walking_night,1.0,577,37,9:30 PM,Tamil Nadu,train,cctv alert cuddalore woman walking alone at tambaram railway station at 930 pm no other pedestrians within 50 metres,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21
25,"Emergency response triggered at Nagercoil bus stand area, Kanchipuram at 11:00 PM. Visual context sent to PCR van. ETA: 4 minutes.",being_followed,0.8888888888888888,119,23,11:00 PM,Tamil Nadu,train,emergency response triggered at nagercoil bus stand area kanchipuram at 1100 pm visual context sent to pcr van eta 4 minutes,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,23
26,Cuddalore night surveillance: Camera node flagged lone female at Salem Steel Plant road at 11:00 PM. Nearest police booth alerted.,lone_walking_night,0.14814814814814836,88,33,11:00 PM,Tamil Nadu,train,cuddalore night surveillance camera node flagged lone female at salem steel plant road at 1100 pm nearest police booth alerted,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23
27,Erode night surveillance: Camera node flagged lone female at Velachery IT corridor at 10:45 PM. Nearest police booth alerted.,lone_walking_night,0.592592592592593,252,47,10:45 PM,Tamil Nadu,val,erode night surveillance camera node flagged lone female at velachery it corridor at 1045 pm nearest police booth alerted,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22
28,"AI behaviour score at Coimbatore Gandhipuram bus stop, Sivakasi: Walking speed increased 40% in last 2 minutes. Time: 11:00 PM. Flagged.",suspicious_behavior,0.8518518518518521,778,5,11:00 PM,Tamil Nadu,train,ai behaviour score at coimbatore gandhipuram bus stop sivakasi walking speed increased 40 in last 2 minutes time 1100 pm flagged,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,23
29,"Two women walking together near Cuddalore old town street, Erode at 9:30 PM. Well-lit area. System status: SAFE.",safe,0.6296296296296298,550,6,9:30 PM,Tamil Nadu,train,two women walking together near cuddalore old town street erode at 930 pm welllit area system status safe,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21
30,"Two women walking together near Namakkal lorry stand area, Erode at 6:30 PM. Well-lit area. System status: SAFE.",safe,0.37037037037037024,3,24,6:30 PM,Tamil Nadu,val,two women walking together near namakkal lorry stand area erode at 630 pm welllit area system status safe,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
31,"Single female pedestrian identified at Cuddalore old town street, Chennai at 1:30 AM. Isolated stretch near Cuddalore old town street. System flagged for monitoring.",lone_walking_night,0.9629629629629632,62,6,1:30 AM,Tamil Nadu,train,single female pedestrian identified at cuddalore old town street chennai at 130 am isolated stretch near cuddalore old town street system flagged for monitoring,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
32,"Tamil Nadu SafeCity night log: Unaccompanied woman near Egmore metro station, Tiruchirappalli at 1:30 AM. Smart lights activated along path.",lone_walking_night,0.14814814814814836,336,7,1:30 AM,Tamil Nadu,test,tamil nadu safecity night log unaccompanied woman near egmore metro station tiruchirappalli at 130 am smart lights activated along path,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
33,"SOS gesture pattern detected near Thanjavur Big Temple road, Madurai at 10:00 PM. Subject waving arms — possible request for help.",distress_signal,0.14814814814814836,434,38,10:00 PM,Tamil Nadu,val,sos gesture pattern detected near thanjavur big temple road madurai at 1000 pm subject waving arms possible request for help,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,22
34,"Night patrol AI report — Thoothukudi port road, Coimbatore at 9:30 PM. Female pedestrian count: 1. App notification sent for escort service.",lone_walking_night,0.3333333333333339,823,39,9:30 PM,Tamil Nadu,train,night patrol ai report thoothukudi port road coimbatore at 930 pm female pedestrian count 1 app notification sent for escort service,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21
35,"Camera network at Medical college lane, Hosur flagged repeated path overlap at 2:30 AM. Male subject tracked across 3 camera zones.",being_followed,0.925925925925926,824,22,2:30 AM,Tamil Nadu,train,camera network at medical college lane hosur flagged repeated path overlap at 230 am male subject tracked across 3 camera zones,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
36,Nagercoil Command Centre: Female being followed near Tirunelveli junction footpath at 8:00 PM. Visual context sent to nearest PCR van.,being_followed,0.9629629629629632,416,42,8:00 PM,Tamil Nadu,train,nagercoil command centre female being followed near tirunelveli junction footpath at 800 pm visual context sent to nearest pcr van,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,20
37,"SOS gesture pattern detected near Karur textile market lane, Sivakasi at 8:00 PM. Subject waving arms — possible request for help.",distress_signal,0.1111111111111116,509,13,8:00 PM,Tamil Nadu,train,sos gesture pattern detected near karur textile market lane sivakasi at 800 pm subject waving arms possible request for help,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,20
38,"Low-light camera activated at Karur textile market lane, Dindigul at 1:00 AM. Thermal imaging shows lone female. Safe passage protocol triggered.",lone_walking_night,0.14814814814814836,318,13,1:00 AM,Tamil Nadu,val,lowlight camera activated at karur textile market lane dindigul at 100 am thermal imaging shows lone female safe passage protocol triggered,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
39,"AI alert — Tiruchengode night road, Namakkal: Person shadowing female for 400 metres since 2:30 AM. Intervention dispatched.",being_followed,0.6296296296296298,141,40,2:30 AM,Tamil Nadu,train,ai alert tiruchengode night road namakkal person shadowing female for 400 metres since 230 am intervention dispatched,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
40,"Camera detected group harassment at Kumbakonam temple tank road, Kumbakonam at 3:30 AM. Female surrounded, unable to proceed. Emergency alert sent.",group_harassment,0.0,406,16,3:30 AM,Tamil Nadu,train,camera detected group harassment at kumbakonam temple tank road kumbakonam at 330 am female surrounded unable to proceed emergency alert sent,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3
41,"Night patrol AI report — SIPCOT industrial area road, Coimbatore at 7:45 PM. Female pedestrian count: 1. App notification sent for escort service.",lone_walking_night,0.925925925925926,18,32,7:45 PM,Tamil Nadu,train,night patrol ai report sipcot industrial area road coimbatore at 745 pm female pedestrian count 1 app notification sent for escort service,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
42,"Suspicious individual following female subject for 3+ minutes near Karur textile market lane, Tirunelveli at 8:00 PM. Police alerted immediately.",being_followed,0.40740740740740744,294,13,8:00 PM,Tamil Nadu,train,suspicious individual following female subject for 3 minutes near karur textile market lane tirunelveli at 800 pm police alerted immediately,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,20
43,"Command Centre to field unit: Respond to Varadharaja Perumal temple road, Coimbatore. Female pedestrian safety alert. Time: 12:00 AM. Priority: HIGH.",being_followed,0.0370370370370372,599,46,12:00 AM,Tamil Nadu,train,command centre to field unit respond to varadharaja perumal temple road coimbatore female pedestrian safety alert time 1200 am priority high,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
44,"AI body language analysis at Mathigiri isolated path, Salem: Subject shows defensive posture, looking over shoulder frequently. Time: 11:30 PM.",distress_signal,0.7037037037037042,681,20,11:30 PM,Tamil Nadu,train,ai body language analysis at mathigiri isolated path salem subject shows defensive posture looking over shoulder frequently time 1130 pm,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,23
45,AI surveillance flagged lone woman walking near Mathigiri isolated path in Chennai at 5:45 PM. Nearest patrol unit notified.,lone_walking_night,0.925925925925926,503,20,5:45 PM,Tamil Nadu,val,ai surveillance flagged lone woman walking near mathigiri isolated path in chennai at 545 pm nearest patrol unit notified,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
46,"Weapon-like object detected near female subject at Goripalayam junction, Tirunelveli at 1:30 AM. Visual verification requested. Alert: HIGH.",threat_detected,0.48148148148148184,218,9,1:30 AM,Tamil Nadu,train,weaponlike object detected near female subject at goripalayam junction tirunelveli at 130 am visual verification requested alert high,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
47,"AI body language analysis at Nagercoil bus stand area, Hosur: Subject shows defensive posture, looking over shoulder frequently. Time: 8:00 PM.",distress_signal,0.2592592592592595,116,23,8:00 PM,Tamil Nadu,train,ai body language analysis at nagercoil bus stand area hosur subject shows defensive posture looking over shoulder frequently time 800 pm,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20
48,"AI pattern detection: Unknown male mirroring woman's path at Vadapalani signal, Coimbatore since 5:45 PM. High confidence tracking match.",being_followed,0.8888888888888888,729,45,5:45 PM,Tamil Nadu,test,ai pattern detection unknown male mirroring womans path at vadapalani signal coimbatore since 545 pm high confidence tracking match,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
49,"Woman at Marina Beach road, Kumbakonam at 3:30 AM near ATM. Transaction completed. Moving normally. Status: SAFE.",safe,0.0,71,18,3:30 AM,Tamil Nadu,train,woman at marina beach road kumbakonam at 330 am near atm transaction completed moving normally status safe,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3
50,"Low-light camera activated at Kanchipuram silk market lane, Erode at 5:45 PM. Thermal imaging shows lone female. Safe passage protocol triggered.",lone_walking_night,0.2592592592592595,216,12,5:45 PM,Tamil Nadu,train,lowlight camera activated at kanchipuram silk market lane erode at 545 pm thermal imaging shows lone female safe passage protocol triggered,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
51,"Tamil Nadu SafeCity night log: Unaccompanied woman near Marthandam road, Hosur at 2:00 AM. Smart lights activated along path.",lone_walking_night,0.22222222222222276,493,19,2:00 AM,Tamil Nadu,test,tamil nadu safecity night log unaccompanied woman near marthandam road hosur at 200 am smart lights activated along path,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
52,"Abnormal movement pattern: Female subject running intermittently near Vadapalani signal, Sivakasi at 11:00 PM. Possible escape behaviour.",distress_signal,0.8518518518518521,40,45,11:00 PM,Tamil Nadu,train,abnormal movement pattern female subject running intermittently near vadapalani signal sivakasi at 1100 pm possible escape behaviour,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,23
53,"Body language model — Tiruppur SIDCO area, Chennai at 1:00 AM: Shoulders hunched, frequent backward glances. Risk: HIGH.",suspicious_behavior,1.0,628,43,1:00 AM,Tamil Nadu,train,body language model tiruppur sidco area chennai at 100 am shoulders hunched frequent backward glances risk high,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
54,"AI pipeline triggered at Hosur industrial estate lane, Dindigul camera grid at 5:45 PM. Gender: Female. Activity: Walking alone. Threat score: 74/100.",monitoring,0.8888888888888888,922,11,5:45 PM,Tamil Nadu,train,ai pipeline triggered at hosur industrial estate lane dindigul camera grid at 545 pm gender female activity walking alone threat score 74100,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
55,"Camera detected group harassment at Mathigiri isolated path, Tiruchirappalli at 9:30 PM. Female surrounded, unable to proceed. Emergency alert sent.",group_harassment,0.0370370370370372,909,20,9:30 PM,Tamil Nadu,val,camera detected group harassment at mathigiri isolated path tiruchirappalli at 930 pm female surrounded unable to proceed emergency alert sent,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21
56,"Command Centre to field unit: Respond to Chromepet dark lane, Cuddalore. Female pedestrian safety alert. Time: 2:30 AM. Priority: HIGH.",being_followed,0.0740740740740744,275,4,2:30 AM,Tamil Nadu,train,command centre to field unit respond to chromepet dark lane cuddalore female pedestrian safety alert time 230 am priority high,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
57,"Female student group passing Tiruppur SIDCO area, Sivakasi at 9:30 PM. Campus security visible nearby. SAFE.",safe,0.7777777777777781,600,43,9:30 PM,Tamil Nadu,train,female student group passing tiruppur sidco area sivakasi at 930 pm campus security visible nearby safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,21
58,Kanchipuram Police dispatch initiated. Location: Noyyal river walkway. Time: 6:30 PM. Reason: Lone female at risk. Nearest unit responding.,being_followed,0.7777777777777781,557,25,6:30 PM,Tamil Nadu,val,kanchipuram police dispatch initiated location noyyal river walkway time 630 pm reason lone female at risk nearest unit responding,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18
59,"Command Centre to field unit: Respond to Madurai Meenakshi temple road, Namakkal. Female pedestrian safety alert. Time: 10:45 PM. Priority: HIGH.",being_followed,0.7777777777777781,642,17,10:45 PM,Tamil Nadu,train,command centre to field unit respond to madurai meenakshi temple road namakkal female pedestrian safety alert time 1045 pm priority high,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,22
60,"Camera detected group harassment at Papanasam dark street, Hosur at 2:30 AM. Female surrounded, unable to proceed. Emergency alert sent.",group_harassment,0.37037037037037024,234,27,2:30 AM,Tamil Nadu,train,camera detected group harassment at papanasam dark street hosur at 230 am female surrounded unable to proceed emergency alert sent,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
61,"Low-light camera activated at Thoothukudi port road, Coimbatore at 7:45 PM. Thermal imaging shows lone female. Safe passage protocol triggered.",lone_walking_night,0.5555555555555558,138,39,7:45 PM,Tamil Nadu,train,lowlight camera activated at thoothukudi port road coimbatore at 745 pm thermal imaging shows lone female safe passage protocol triggered,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
62,"SmartCity TN surveillance — Tirunelveli junction footpath, Thoothukudi, 9:30 PM: Face anonymised. Gender: Female. Motion: Walking alone.",monitoring,0.925925925925926,565,42,9:30 PM,Tamil Nadu,train,smartcity tn surveillance tirunelveli junction footpath thoothukudi 930 pm face anonymised gender female motion walking alone,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,21
63,"Woman displaying rapid head turns and looking back repeatedly at Egmore metro station, Madurai at 2:00 AM. Distress posture detected.",distress_signal,0.2962962962962967,248,7,2:00 AM,Tamil Nadu,train,woman displaying rapid head turns and looking back repeatedly at egmore metro station madurai at 200 am distress posture detected,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
64,"Group of 3+ males surrounding female subject near Tiruppur SIDCO area, Tiruchirappalli at 12:00 AM. Subject movement restricted. Police dispatch initiated.",group_harassment,0.37037037037037024,808,43,12:00 AM,Tamil Nadu,train,group of 3 males surrounding female subject near tiruppur sidco area tiruchirappalli at 1200 am subject movement restricted police dispatch initiated,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
65,CCTV alert — Salem: Woman walking alone at Kumbakonam temple tank road at 6:30 PM. No other pedestrians within 50 metres.,lone_walking_night,0.48148148148148184,237,16,6:30 PM,Tamil Nadu,train,cctv alert salem woman walking alone at kumbakonam temple tank road at 630 pm no other pedestrians within 50 metres,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,18
66,"Encirclement behaviour detected at Marthandam road, Madurai: Multiple individuals blocking path of lone woman. Alert raised at 8:00 PM.",group_harassment,0.5185185185185186,296,19,8:00 PM,Tamil Nadu,train,encirclement behaviour detected at marthandam road madurai multiple individuals blocking path of lone woman alert raised at 800 pm,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,20
67,"Female subject near Marina Beach road, Chennai at 11:00 PM. Security escort confirmed by Chennai Police. Status: SAFE.",safe,0.8148148148148149,304,18,11:00 PM,Tamil Nadu,test,female subject near marina beach road chennai at 1100 pm security escort confirmed by chennai police status safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23
68,"AI body language analysis at Chromepet dark lane, Thoothukudi: Subject shows defensive posture, looking over shoulder frequently. Time: 1:00 AM.",distress_signal,0.5555555555555558,65,4,1:00 AM,Tamil Nadu,train,ai body language analysis at chromepet dark lane thoothukudi subject shows defensive posture looking over shoulder frequently time 100 am,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
69,"Suspicious individual following female subject for 3+ minutes near Karur textile market lane, Tirunelveli at 6:30 PM. Police alerted immediately.",being_followed,0.7037037037037042,376,13,6:30 PM,Tamil Nadu,train,suspicious individual following female subject for 3 minutes near karur textile market lane tirunelveli at 630 pm police alerted immediately,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,18
70,"Female student group passing Vadapalani signal, Tirunelveli at 12:00 AM. Campus security visible nearby. SAFE.",safe,0.5185185185185186,560,45,12:00 AM,Tamil Nadu,train,female student group passing vadapalani signal tirunelveli at 1200 am campus security visible nearby safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
71,"Pose estimation at Namakkal lorry stand area, Hosur (1:30 AM): Female subject exhibiting evasive movement. Threat assessment: ELEVATED.",suspicious_behavior,0.592592592592593,239,24,1:30 AM,Tamil Nadu,train,pose estimation at namakkal lorry stand area hosur 130 am female subject exhibiting evasive movement threat assessment elevated,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
